headline,url,publisher,date,stock
Apple faces supply chain issues,https://news.example.com/40,MarketWatch,2024-11-01,MSFT
Apple faces supply chain issues,https://news.example.com/41,Yahoo Finance,2024-07-22,TSLA
Google ad revenue slows down,https://news.example.com/42,Reuters,2024-05-03,AMZN
Apple faces supply chain issues,https://news.example.com/43,Yahoo Finance,2024-09-10,AMZN
Tesla cuts prices to boost demand,https://news.example.com/44,CNBC,2024-11-14,AAPL
Amazon expands logistics network,https://news.example.com/45,CNBC,2024-09-16,GOOGL
Google announces AI breakthrough,https://news.example.com/46,CNBC,2024-05-25,MSFT
Google announces AI breakthrough,https://news.example.com/47,Bloomberg,2024-09-18,TSLA
Google announces AI breakthrough,https://news.example.com/48,Reuters,2024-08-16,AMZN
Microsoft acquires AI startup,https://news.example.com/49,Reuters,2024-10-11,AMZN
Apple faces supply chain issues,https://news.example.com/50,Bloomberg,2024-02-04,AAPL
Tesla stock surges after delivery numbers,https://news.example.com/51,CNBC,2024-02-09,MSFT
Tesla cuts prices to boost demand,https://news.example.com/52,Yahoo Finance,2024-06-11,AMZN
Apple faces supply chain issues,https://news.example.com/53,Yahoo Finance,2024-12-21,TSLA
Microsoft acquires AI startup,https://news.example.com/54,CNBC,2024-02-12,AMZN
Tesla stock surges after delivery numbers,https://news.example.com/55,Reuters,2024-03-29,AAPL
Amazon expands logistics network,https://news.example.com/56,Bloomberg,2024-01-15,AMZN
Tesla stock surges after delivery numbers,https://news.example.com/57,Yahoo Finance,2024-02-10,GOOGL
Tesla stock surges after delivery numbers,https://news.example.com/58,Yahoo Finance,2024-08-02,AAPL
Amazon faces regulatory pressure in EU,https://news.example.com/59,MarketWatch,2024-09-01,AAPL
Apple reports strong quarterly earnings,https://news.example.com/60,Reuters,2024-05-24,AMZN
Google ad revenue slows down,https://news.example.com/61,CNBC,2024-07-19,MSFT
Amazon expands logistics network,https://news.example.com/62,Reuters,2024-06-18,GOOGL
Microsoft cloud revenue exceeds expectations,https://news.example.com/63,MarketWatch,2024-09-13,AMZN
Apple faces supply chain issues,https://news.example.com/64,Yahoo Finance,2024-03-17,TSLA
Microsoft acquires AI startup,https://news.example.com/65,Reuters,2024-04-05,GOOGL
Tesla cuts prices to boost demand,https://news.example.com/66,MarketWatch,2024-12-07,MSFT
Google announces AI breakthrough,https://news.example.com/67,MarketWatch,2024-07-10,AMZN
Apple reports strong quarterly earnings,https://news.example.com/68,CNBC,2024-01-30,TSLA
Apple reports strong quarterly earnings,https://news.example.com/69,Yahoo Finance,2024-10-06,AMZN
Amazon expands logistics network,https://news.example.com/70,Reuters,2024-03-27,TSLA
Apple faces supply chain issues,https://news.example.com/71,MarketWatch,2024-09-12,GOOGL
Amazon expands logistics network,https://news.example.com/72,Yahoo Finance,2024-05-25,TSLA
Amazon expands logistics network,https://news.example.com/73,Reuters,2024-05-27,GOOGL
Apple reports strong quarterly earnings,https://news.example.com/74,Yahoo Finance,2024-12-07,TSLA
Microsoft acquires AI startup,https://news.example.com/75,MarketWatch,2024-11-23,AMZN
Tesla cuts prices to boost demand,https://news.example.com/76,CNBC,2024-09-12,GOOGL
Apple faces supply chain issues,https://news.example.com/77,Bloomberg,2024-02-09,AMZN
Amazon faces regulatory pressure in EU,https://news.example.com/78,CNBC,2024-12-05,TSLA
Microsoft acquires AI startup,https://news.example.com/79,Reuters,2024-12-03,AMZN
Microsoft acquires AI startup,https://news.example.com/80,CNBC,2024-10-19,AAPL
Google ad revenue slows down,https://news.example.com/81,Yahoo Finance,2024-11-28,AMZN
Microsoft acquires AI startup,https://news.example.com/82,Yahoo Finance,2024-07-02,TSLA
Apple reports strong quarterly earnings,https://news.example.com/83,CNBC,2024-10-05,GOOGL
Apple faces supply chain issues,https://news.example.com/84,Bloomberg,2024-03-06,AAPL
Apple reports strong quarterly earnings,https://news.example.com/85,MarketWatch,2024-11-21,TSLA
Amazon expands logistics network,https://news.example.com/86,Reuters,2024-04-13,MSFT
Google ad revenue slows down,https://news.example.com/87,Bloomberg,2024-04-18,GOOGL
Microsoft cloud revenue exceeds expectations,https://news.example.com/88,Yahoo Finance,2024-04-28,AMZN
Apple reports strong quarterly earnings,https://news.example.com/89,CNBC,2024-11-08,AAPL
Microsoft cloud revenue exceeds expectations,https://news.example.com/90,Yahoo Finance,2024-06-19,TSLA
Tesla cuts prices to boost demand,https://news.example.com/91,Yahoo Finance,2024-05-17,TSLA
Tesla stock surges after delivery numbers,https://news.example.com/92,Reuters,2024-07-08,AMZN
Microsoft cloud revenue exceeds expectations,https://news.example.com/93,Bloomberg,2024-10-24,GOOGL
Google announces AI breakthrough,https://news.example.com/94,Reuters,2024-04-30,MSFT
Google ad revenue slows down,https://news.example.com/95,CNBC,2024-12-31,AAPL
Tesla stock surges after delivery numbers,https://news.example.com/96,Bloomberg,2024-07-07,AMZN
Microsoft acquires AI startup,https://news.example.com/97,MarketWatch,2024-06-04,MSFT
Microsoft cloud revenue exceeds expectations,https://news.example.com/98,Bloomberg,2024-08-05,AAPL
Apple faces supply chain issues,https://news.example.com/99,CNBC,2024-08-11,MSFT
Microsoft cloud revenue exceeds expectations,https://news.example.com/100,Bloomberg,2024-10-29,AAPL
Amazon faces regulatory pressure in EU,https://news.example.com/101,CNBC,2024-09-24,GOOGL
Tesla stock surges after delivery numbers,https://news.example.com/102,CNBC,2024-02-17,GOOGL
Google ad revenue slows down,https://news.example.com/103,Yahoo Finance,2024-03-25,GOOGL
Google announces AI breakthrough,https://news.example.com/104,Yahoo Finance,2024-10-20,AMZN
Google ad revenue slows down,https://news.example.com/105,Yahoo Finance,2024-04-22,AMZN
Tesla stock surges after delivery numbers,https://news.example.com/106,Bloomberg,2024-07-21,GOOGL
Amazon faces regulatory pressure in EU,https://news.example.com/107,CNBC,2024-03-10,AMZN
Apple reports strong quarterly earnings,https://news.example.com/108,MarketWatch,2024-12-27,AAPL
Microsoft cloud revenue exceeds expectations,https://news.example.com/109,Yahoo Finance,2024-05-29,AMZN
Apple faces supply chain issues,https://news.example.com/110,Bloomberg,2024-03-17,TSLA
Microsoft cloud revenue exceeds expectations,https://news.example.com/111,Yahoo Finance,2024-09-28,MSFT
Tesla stock surges after delivery numbers,https://news.example.com/112,Bloomberg,2024-04-07,MSFT
Tesla cuts prices to boost demand,https://news.example.com/113,CNBC,2024-06-23,AMZN
Amazon expands logistics network,https://news.example.com/114,Reuters,2024-10-31,AAPL
Apple faces supply chain issues,https://news.example.com/115,CNBC,2024-09-05,TSLA
Apple faces supply chain issues,https://news.example.com/116,CNBC,2024-11-20,MSFT
Amazon expands logistics network,https://news.example.com/117,Reuters,2024-03-08,TSLA
Amazon expands logistics network,https://news.example.com/118,Reuters,2024-11-27,AAPL
Google ad revenue slows down,https://news.example.com/119,Reuters,2024-12-10,GOOGL
Apple faces supply chain issues,https://news.example.com/120,MarketWatch,2024-12-11,AAPL
Amazon expands logistics network,https://news.example.com/121,Bloomberg,2024-04-26,TSLA
Tesla stock surges after delivery numbers,https://news.example.com/122,Bloomberg,2024-09-07,AMZN
Amazon expands logistics network,https://news.example.com/123,CNBC,2024-03-17,MSFT
Tesla cuts prices to boost demand,https://news.example.com/124,Reuters,2024-05-19,AAPL
Microsoft cloud revenue exceeds expectations,https://news.example.com/125,CNBC,2024-02-03,AAPL
Amazon expands logistics network,https://news.example.com/126,Bloomberg,2024-01-22,TSLA
Microsoft acquires AI startup,https://news.example.com/127,CNBC,2024-01-30,AMZN
Apple reports strong quarterly earnings,https://news.example.com/128,MarketWatch,2024-12-11,AMZN
Google ad revenue slows down,https://news.example.com/129,MarketWatch,2024-05-16,AAPL
Tesla stock surges after delivery numbers,https://news.example.com/130,MarketWatch,2024-05-20,AAPL
Tesla cuts prices to boost demand,https://news.example.com/131,CNBC,2024-07-22,AMZN
Microsoft cloud revenue exceeds expectations,https://news.example.com/132,Reuters,2024-12-28,AAPL
Microsoft acquires AI startup,https://news.example.com/133,MarketWatch,2024-10-16,TSLA
Apple reports strong quarterly earnings,https://news.example.com/134,Yahoo Finance,2024-01-17,AMZN
Google announces AI breakthrough,https://news.example.com/135,CNBC,2024-03-22,AAPL
Microsoft cloud revenue exceeds expectations,https://news.example.com/136,MarketWatch,2024-05-13,AMZN
Amazon faces regulatory pressure in EU,https://news.example.com/137,Reuters,2024-03-08,MSFT
Apple reports strong quarterly earnings,https://news.example.com/138,MarketWatch,2024-01-18,MSFT
Microsoft cloud revenue exceeds expectations,https://news.example.com/139,MarketWatch,2024-10-15,GOOGL
Apple reports strong quarterly earnings,https://news.example.com/140,CNBC,2024-03-02,GOOGL
Microsoft acquires AI startup,https://news.example.com/141,Reuters,2024-06-06,MSFT
Apple reports strong quarterly earnings,https://news.example.com/142,MarketWatch,2024-08-08,GOOGL
Microsoft acquires AI startup,https://news.example.com/143,MarketWatch,2024-02-10,AMZN
Tesla stock surges after delivery numbers,https://news.example.com/144,Reuters,2024-11-14,MSFT
Google announces AI breakthrough,https://news.example.com/145,Bloomberg,2024-10-11,MSFT
Apple reports strong quarterly earnings,https://news.example.com/146,Reuters,2024-04-27,TSLA
Tesla cuts prices to boost demand,https://news.example.com/147,Bloomberg,2024-05-24,MSFT
Tesla stock surges after delivery numbers,https://news.example.com/148,Bloomberg,2024-09-15,GOOGL
Tesla cuts prices to boost demand,https://news.example.com/149,Yahoo Finance,2024-04-27,TSLA
Tesla cuts prices to boost demand,https://news.example.com/150,MarketWatch,2024-08-22,AMZN
Google ad revenue slows down,https://news.example.com/151,CNBC,2024-07-13,TSLA
Google ad revenue slows down,https://news.example.com/152,Yahoo Finance,2024-06-09,TSLA
Google ad revenue slows down,https://news.example.com/153,Reuters,2024-01-24,MSFT
Google announces AI breakthrough,https://news.example.com/154,MarketWatch,2024-09-29,AMZN
Google announces AI breakthrough,https://news.example.com/155,CNBC,2024-08-13,GOOGL
Apple reports strong quarterly earnings,https://news.example.com/156,CNBC,2024-06-20,AMZN
Google announces AI breakthrough,https://news.example.com/157,CNBC,2024-11-13,AMZN
Tesla cuts prices to boost demand,https://news.example.com/158,Reuters,2024-03-11,AMZN
Apple faces supply chain issues,https://news.example.com/159,Yahoo Finance,2024-04-25,GOOGL
Google announces AI breakthrough,https://news.example.com/160,MarketWatch,2024-05-30,AAPL
Apple reports strong quarterly earnings,https://news.example.com/161,MarketWatch,2024-09-12,AAPL
Amazon expands logistics network,https://news.example.com/162,MarketWatch,2024-02-26,MSFT
Apple reports strong quarterly earnings,https://news.example.com/163,MarketWatch,2024-01-23,AAPL
Microsoft cloud revenue exceeds expectations,https://news.example.com/164,Yahoo Finance,2024-03-12,AAPL
Amazon expands logistics network,https://news.example.com/165,Yahoo Finance,2024-05-16,GOOGL
Google announces AI breakthrough,https://news.example.com/166,CNBC,2024-08-15,TSLA
Apple faces supply chain issues,https://news.example.com/167,Reuters,2024-01-13,MSFT
Google announces AI breakthrough,https://news.example.com/168,Bloomberg,2024-06-04,TSLA
Microsoft acquires AI startup,https://news.example.com/169,Reuters,2024-05-21,MSFT
Tesla stock surges after delivery numbers,https://news.example.com/170,CNBC,2024-12-30,TSLA
Apple faces supply chain issues,https://news.example.com/171,MarketWatch,2024-08-07,TSLA
Tesla stock surges after delivery numbers,https://news.example.com/172,Reuters,2024-08-17,AAPL
Apple reports strong quarterly earnings,https://news.example.com/173,CNBC,2024-11-04,TSLA
Amazon expands logistics network,https://news.example.com/174,Bloomberg,2024-09-11,AMZN
Microsoft acquires AI startup,https://news.example.com/175,Bloomberg,2024-11-09,AMZN
Apple faces supply chain issues,https://news.example.com/176,CNBC,2024-07-19,TSLA
Microsoft acquires AI startup,https://news.example.com/177,Reuters,2024-06-09,GOOGL
Microsoft cloud revenue exceeds expectations,https://news.example.com/178,Yahoo Finance,2024-02-13,GOOGL
Apple reports strong quarterly earnings,https://news.example.com/179,MarketWatch,2024-09-03,TSLA
Google ad revenue slows down,https://news.example.com/180,Yahoo Finance,2024-01-18,TSLA
Tesla cuts prices to boost demand,https://news.example.com/181,MarketWatch,2024-01-19,GOOGL
Tesla stock surges after delivery numbers,https://news.example.com/182,Bloomberg,2024-07-12,AMZN
Microsoft acquires AI startup,https://news.example.com/183,Reuters,2024-10-10,AAPL
Amazon expands logistics network,https://news.example.com/184,Bloomberg,2024-02-20,AAPL
Amazon expands logistics network,https://news.example.com/185,MarketWatch,2024-02-24,MSFT
Apple reports strong quarterly earnings,https://news.example.com/186,CNBC,2024-05-23,AAPL
Microsoft acquires AI startup,https://news.example.com/187,Reuters,2024-05-11,TSLA
Google ad revenue slows down,https://news.example.com/188,Yahoo Finance,2024-07-10,MSFT
Apple reports strong quarterly earnings,https://news.example.com/189,CNBC,2024-06-30,GOOGL
Apple reports strong quarterly earnings,https://news.example.com/190,CNBC,2024-03-06,MSFT
Google announces AI breakthrough,https://news.example.com/191,Bloomberg,2024-12-19,TSLA
Microsoft acquires AI startup,https://news.example.com/192,Reuters,2024-09-20,MSFT
Apple faces supply chain issues,https://news.example.com/193,Yahoo Finance,2024-09-06,MSFT
Tesla stock surges after delivery numbers,https://news.example.com/194,Yahoo Finance,2024-12-05,AAPL
Tesla cuts prices to boost demand,https://news.example.com/195,CNBC,2024-04-12,AAPL
Tesla stock surges after delivery numbers,https://news.example.com/196,Reuters,2024-04-25,TSLA
Tesla stock surges after delivery numbers,https://news.example.com/197,Yahoo Finance,2024-07-18,MSFT
Tesla cuts prices to boost demand,https://news.example.com/198,Bloomberg,2024-11-10,AAPL
Microsoft acquires AI startup,https://news.example.com/199,Yahoo Finance,2024-04-02,AAPL
