headline,url,publisher,date,stock
Tesla cuts prices to boost demand,https://news.example.com/37,Bloomberg,2024-04-13,MSFT
Apple reports strong quarterly earnings,https://news.example.com/38,Reuters,2024-10-06,AAPL
Amazon expands logistics network,https://news.example.com/39,MarketWatch,2024-07-04,AAPL
Apple faces supply chain issues,https://news.example.com/40,Bloomberg,2024-09-08,MSFT
Apple reports strong quarterly earnings,https://news.example.com/41,MarketWatch,2024-05-02,GOOGL
Amazon expands logistics network,https://news.example.com/42,Yahoo Finance,2024-12-13,AAPL
Microsoft cloud revenue exceeds expectations,https://news.example.com/43,Bloomberg,2024-05-09,AAPL
Microsoft cloud revenue exceeds expectations,https://news.example.com/44,Yahoo Finance,2024-10-06,GOOGL
Tesla cuts prices to boost demand,https://news.example.com/45,MarketWatch,2024-05-17,GOOGL
Tesla stock surges after delivery numbers,https://news.example.com/46,Reuters,2024-07-25,AMZN
Amazon faces regulatory pressure in EU,https://news.example.com/47,CNBC,2024-03-06,GOOGL
Tesla stock surges after delivery numbers,https://news.example.com/48,Bloomberg,2024-06-04,TSLA
Amazon expands logistics network,https://news.example.com/49,CNBC,2024-07-13,GOOGL
Tesla cuts prices to boost demand,https://news.example.com/50,Bloomberg,2024-05-16,AMZN
Apple reports strong quarterly earnings,https://news.example.com/51,MarketWatch,2024-10-22,AMZN
Apple reports strong quarterly earnings,https://news.example.com/52,Reuters,2024-06-18,AAPL
Apple reports strong quarterly earnings,https://news.example.com/53,MarketWatch,2024-03-26,AMZN
Amazon expands logistics network,https://news.example.com/54,Bloomberg,2024-01-07,TSLA
Tesla stock surges after delivery numbers,https://news.example.com/55,Bloomberg,2024-04-11,TSLA
Microsoft acquires AI startup,https://news.example.com/56,Reuters,2024-05-29,MSFT
Tesla stock surges after delivery numbers,https://news.example.com/57,Yahoo Finance,2024-10-24,TSLA
Google ad revenue slows down,https://news.example.com/58,Reuters,2024-09-27,GOOGL
Google ad revenue slows down,https://news.example.com/59,Reuters,2024-09-01,AAPL
Microsoft cloud revenue exceeds expectations,https://news.example.com/60,CNBC,2024-12-10,GOOGL
Apple reports strong quarterly earnings,https://news.example.com/61,MarketWatch,2024-10-31,AMZN
Google ad revenue slows down,https://news.example.com/62,Bloomberg,2024-10-30,GOOGL
Tesla stock surges after delivery numbers,https://news.example.com/63,MarketWatch,2024-01-27,TSLA
Amazon faces regulatory pressure in EU,https://news.example.com/64,Bloomberg,2024-09-24,TSLA
Tesla stock surges after delivery numbers,https://news.example.com/65,Bloomberg,2024-12-15,GOOGL
Microsoft acquires AI startup,https://news.example.com/66,Yahoo Finance,2024-04-15,GOOGL
Google ad revenue slows down,https://news.example.com/67,MarketWatch,2024-05-13,GOOGL
Amazon faces regulatory pressure in EU,https://news.example.com/68,Yahoo Finance,2024-05-08,MSFT
Amazon faces regulatory pressure in EU,https://news.example.com/69,Reuters,2024-04-10,AAPL
Google ad revenue slows down,https://news.example.com/70,CNBC,2024-04-21,MSFT
Microsoft cloud revenue exceeds expectations,https://news.example.com/71,Bloomberg,2024-12-06,AMZN
Google announces AI breakthrough,https://news.example.com/72,CNBC,2024-03-06,GOOGL
Tesla stock surges after delivery numbers,https://news.example.com/73,Reuters,2024-10-13,GOOGL
Tesla stock surges after delivery numbers,https://news.example.com/74,Bloomberg,2024-09-20,MSFT
Tesla cuts prices to boost demand,https://news.example.com/75,Reuters,2024-06-10,AMZN
Tesla cuts prices to boost demand,https://news.example.com/76,Yahoo Finance,2024-04-11,GOOGL
Tesla cuts prices to boost demand,https://news.example.com/77,Yahoo Finance,2024-12-10,AMZN
Tesla stock surges after delivery numbers,https://news.example.com/78,Yahoo Finance,2024-09-20,GOOGL
Amazon expands logistics network,https://news.example.com/79,Reuters,2024-09-16,MSFT
Google ad revenue slows down,https://news.example.com/80,MarketWatch,2024-04-16,TSLA
Apple faces supply chain issues,https://news.example.com/81,Bloomberg,2024-11-21,GOOGL
Microsoft acquires AI startup,https://news.example.com/82,CNBC,2024-06-04,TSLA
Apple reports strong quarterly earnings,https://news.example.com/83,Reuters,2024-04-01,TSLA
Apple reports strong quarterly earnings,https://news.example.com/84,MarketWatch,2024-01-25,AMZN
Tesla stock surges after delivery numbers,https://news.example.com/85,MarketWatch,2024-02-10,AAPL
Tesla cuts prices to boost demand,https://news.example.com/86,Yahoo Finance,2024-03-06,GOOGL
Microsoft cloud revenue exceeds expectations,https://news.example.com/87,CNBC,2024-04-22,TSLA
Google ad revenue slows down,https://news.example.com/88,Reuters,2024-03-23,MSFT
Google ad revenue slows down,https://news.example.com/89,Yahoo Finance,2024-03-20,MSFT
Google ad revenue slows down,https://news.example.com/90,Bloomberg,2024-10-06,AMZN
Google ad revenue slows down,https://news.example.com/91,MarketWatch,2024-09-09,AMZN
Google announces AI breakthrough,https://news.example.com/92,Yahoo Finance,2024-09-19,AAPL
Apple faces supply chain issues,https://news.example.com/93,CNBC,2024-11-21,AMZN
Microsoft acquires AI startup,https://news.example.com/94,CNBC,2024-03-26,AMZN
Apple faces supply chain issues,https://news.example.com/95,MarketWatch,2024-06-11,AMZN
Microsoft cloud revenue exceeds expectations,https://news.example.com/96,Bloomberg,2024-06-28,MSFT
Tesla cuts prices to boost demand,https://news.example.com/97,Bloomberg,2024-08-20,MSFT
Amazon expands logistics network,https://news.example.com/98,Bloomberg,2024-04-07,GOOGL
Amazon expands logistics network,https://news.example.com/99,Bloomberg,2024-08-28,AMZN
Tesla stock surges after delivery numbers,https://news.example.com/100,CNBC,2024-07-08,TSLA
Apple faces supply chain issues,https://news.example.com/101,Reuters,2024-01-04,MSFT
Apple reports strong quarterly earnings,https://news.example.com/102,Yahoo Finance,2024-06-07,AMZN
Microsoft cloud revenue exceeds expectations,https://news.example.com/103,MarketWatch,2024-07-06,TSLA
Google announces AI breakthrough,https://news.example.com/104,Yahoo Finance,2024-10-14,MSFT
Google ad revenue slows down,https://news.example.com/105,MarketWatch,2024-10-18,GOOGL
Microsoft acquires AI startup,https://news.example.com/106,CNBC,2024-04-24,TSLA
Google announces AI breakthrough,https://news.example.com/107,CNBC,2024-11-22,AAPL
Apple faces supply chain issues,https://news.example.com/108,Reuters,2024-02-08,AAPL
Microsoft cloud revenue exceeds expectations,https://news.example.com/109,Bloomberg,2024-08-12,TSLA
Apple faces supply chain issues,https://news.example.com/110,CNBC,2024-08-13,AAPL
Apple faces supply chain issues,https://news.example.com/111,Bloomberg,2024-12-18,MSFT
Apple reports strong quarterly earnings,https://news.example.com/112,Bloomberg,2024-07-04,GOOGL
Apple faces supply chain issues,https://news.example.com/113,Bloomberg,2024-08-12,TSLA
Tesla stock surges after delivery numbers,https://news.example.com/114,Reuters,2024-02-25,MSFT
Tesla cuts prices to boost demand,https://news.example.com/115,MarketWatch,2024-05-12,MSFT
Google ad revenue slows down,https://news.example.com/116,CNBC,2024-04-03,GOOGL
Apple reports strong quarterly earnings,https://news.example.com/117,Yahoo Finance,2024-05-19,AAPL
Tesla cuts prices to boost demand,https://news.example.com/118,Bloomberg,2024-11-18,GOOGL
Tesla stock surges after delivery numbers,https://news.example.com/119,Yahoo Finance,2024-05-23,AMZN
Tesla stock surges after delivery numbers,https://news.example.com/120,CNBC,2024-11-24,AMZN
Amazon faces regulatory pressure in EU,https://news.example.com/121,Reuters,2024-07-23,TSLA
Apple faces supply chain issues,https://news.example.com/122,CNBC,2024-05-22,AAPL
Apple reports strong quarterly earnings,https://news.example.com/123,Yahoo Finance,2024-10-31,AMZN
Apple faces supply chain issues,https://news.example.com/124,Yahoo Finance,2024-08-23,AMZN
Microsoft acquires AI startup,https://news.example.com/125,Reuters,2024-11-23,TSLA
Amazon expands logistics network,https://news.example.com/126,Bloomberg,2024-09-19,AAPL
Google ad revenue slows down,https://news.example.com/127,MarketWatch,2024-02-12,AMZN
Apple reports strong quarterly earnings,https://news.example.com/128,MarketWatch,2024-04-29,TSLA
Apple reports strong quarterly earnings,https://news.example.com/129,CNBC,2024-08-27,AMZN
Apple reports strong quarterly earnings,https://news.example.com/130,MarketWatch,2024-07-17,TSLA
Google announces AI breakthrough,https://news.example.com/131,Bloomberg,2024-04-22,AMZN
Google announces AI breakthrough,https://news.example.com/132,Yahoo Finance,2024-05-17,AMZN
Microsoft cloud revenue exceeds expectations,https://news.example.com/133,MarketWatch,2024-08-06,GOOGL
Amazon faces regulatory pressure in EU,https://news.example.com/134,Yahoo Finance,2024-02-02,MSFT
Tesla stock surges after delivery numbers,https://news.example.com/135,Yahoo Finance,2024-06-10,AAPL
Microsoft cloud revenue exceeds expectations,https://news.example.com/136,Reuters,2024-02-26,AMZN
Apple faces supply chain issues,https://news.example.com/137,MarketWatch,2024-07-17,TSLA
Amazon expands logistics network,https://news.example.com/138,MarketWatch,2024-06-01,GOOGL
Microsoft acquires AI startup,https://news.example.com/139,Yahoo Finance,2024-03-16,TSLA
Google ad revenue slows down,https://news.example.com/140,Reuters,2024-02-23,AAPL
Apple faces supply chain issues,https://news.example.com/141,MarketWatch,2024-09-03,TSLA
Apple reports strong quarterly earnings,https://news.example.com/142,Reuters,2024-09-28,AMZN
Google ad revenue slows down,https://news.example.com/143,Yahoo Finance,2024-01-30,TSLA
Apple reports strong quarterly earnings,https://news.example.com/144,CNBC,2024-10-12,AMZN
Amazon expands logistics network,https://news.example.com/145,Bloomberg,2024-04-30,AMZN
Amazon expands logistics network,https://news.example.com/146,Bloomberg,2024-11-03,AAPL
Amazon expands logistics network,https://news.example.com/147,MarketWatch,2024-12-30,MSFT
Microsoft acquires AI startup,https://news.example.com/148,Yahoo Finance,2024-03-17,AAPL
Tesla cuts prices to boost demand,https://news.example.com/149,Yahoo Finance,2024-09-14,GOOGL
Amazon faces regulatory pressure in EU,https://news.example.com/150,MarketWatch,2024-01-17,AMZN
Tesla cuts prices to boost demand,https://news.example.com/151,Reuters,2024-04-14,AMZN
Microsoft cloud revenue exceeds expectations,https://news.example.com/152,Yahoo Finance,2024-08-29,AMZN
Google announces AI breakthrough,https://news.example.com/153,Reuters,2024-01-01,GOOGL
Google announces AI breakthrough,https://news.example.com/154,Reuters,2024-10-28,GOOGL
Apple faces supply chain issues,https://news.example.com/155,Yahoo Finance,2024-07-20,GOOGL
Google ad revenue slows down,https://news.example.com/156,MarketWatch,2024-05-18,MSFT
Microsoft cloud revenue exceeds expectations,https://news.example.com/157,Yahoo Finance,2024-01-06,TSLA
Tesla stock surges after delivery numbers,https://news.example.com/158,Yahoo Finance,2024-12-04,AMZN
Tesla stock surges after delivery numbers,https://news.example.com/159,Reuters,2024-04-20,AAPL
Amazon expands logistics network,https://news.example.com/160,CNBC,2024-03-29,GOOGL
Tesla stock surges after delivery numbers,https://news.example.com/161,Reuters,2024-03-12,AMZN
Apple reports strong quarterly earnings,https://news.example.com/162,Yahoo Finance,2024-03-09,GOOGL
Amazon expands logistics network,https://news.example.com/163,CNBC,2024-12-08,MSFT
Microsoft cloud revenue exceeds expectations,https://news.example.com/164,Reuters,2024-09-26,GOOGL
Microsoft acquires AI startup,https://news.example.com/165,Bloomberg,2024-04-23,GOOGL
Apple faces supply chain issues,https://news.example.com/166,Bloomberg,2024-07-06,MSFT
Tesla cuts prices to boost demand,https://news.example.com/167,Yahoo Finance,2024-12-14,AMZN
Apple faces supply chain issues,https://news.example.com/168,Bloomberg,2024-01-23,AMZN
Apple faces supply chain issues,https://news.example.com/169,Yahoo Finance,2024-06-25,TSLA
Google announces AI breakthrough,https://news.example.com/170,Yahoo Finance,2024-09-21,AMZN
Apple reports strong quarterly earnings,https://news.example.com/171,Bloomberg,2024-02-27,AAPL
Amazon expands logistics network,https://news.example.com/172,CNBC,2024-03-12,AMZN
Apple faces supply chain issues,https://news.example.com/173,Yahoo Finance,2024-05-08,TSLA
Google ad revenue slows down,https://news.example.com/174,Bloomberg,2024-01-14,TSLA
Tesla stock surges after delivery numbers,https://news.example.com/175,MarketWatch,2024-01-15,MSFT
Tesla cuts prices to boost demand,https://news.example.com/176,Reuters,2024-03-15,AAPL
Google ad revenue slows down,https://news.example.com/177,Bloomberg,2024-07-15,GOOGL
Apple reports strong quarterly earnings,https://news.example.com/178,CNBC,2024-05-17,TSLA
Google announces AI breakthrough,https://news.example.com/179,Bloomberg,2024-02-12,AMZN
Apple reports strong quarterly earnings,https://news.example.com/180,MarketWatch,2024-02-04,TSLA
Google announces AI breakthrough,https://news.example.com/181,CNBC,2024-02-06,AAPL
Tesla cuts prices to boost demand,https://news.example.com/182,Yahoo Finance,2024-12-02,AMZN
Apple reports strong quarterly earnings,https://news.example.com/183,Reuters,2024-01-06,GOOGL
Google ad revenue slows down,https://news.example.com/184,CNBC,2024-02-17,AAPL
Amazon expands logistics network,https://news.example.com/185,Bloomberg,2024-09-25,TSLA
Google ad revenue slows down,https://news.example.com/186,Reuters,2024-12-02,GOOGL
Apple reports strong quarterly earnings,https://news.example.com/187,CNBC,2024-10-19,GOOGL
Microsoft cloud revenue exceeds expectations,https://news.example.com/188,CNBC,2024-07-22,TSLA
Google ad revenue slows down,https://news.example.com/189,CNBC,2024-02-07,MSFT
Tesla stock surges after delivery numbers,https://news.example.com/190,Reuters,2024-06-19,GOOGL
Tesla cuts prices to boost demand,https://news.example.com/191,MarketWatch,2024-12-14,GOOGL
Microsoft acquires AI startup,https://news.example.com/192,Reuters,2024-09-05,AAPL
Amazon expands logistics network,https://news.example.com/193,Bloomberg,2024-09-08,AAPL
Microsoft acquires AI startup,https://news.example.com/194,Reuters,2024-10-18,TSLA
Tesla cuts prices to boost demand,https://news.example.com/195,Bloomberg,2024-05-22,TSLA
Amazon expands logistics network,https://news.example.com/196,Bloomberg,2024-01-22,TSLA
Amazon faces regulatory pressure in EU,https://news.example.com/197,MarketWatch,2024-09-02,AMZN
Apple faces supply chain issues,https://news.example.com/198,Reuters,2024-03-24,AMZN
Microsoft cloud revenue exceeds expectations,https://news.example.com/199,Reuters,2024-08-16,AAPL
